"Row","FIPS","GENC","Country/Area Name","Year","Area in Square Kilometers","Population","Annual Growth Rate %","Rate of Natural Increase","Population Density (People per Sq. Km.)","Crude Birth Rate","Crude Death Rate","Net Migration Rate"
"985","LO","SK","Slovakia","2018","48105","5444277","-0.024","-0.038","113.2","9.55","9.93","0.14"
"986","LO","SK","Slovakia","2019","48105","5442524","-0.041","-0.057","113.1","9.42","9.99","0.17"
"987","LO","SK","Slovakia","2020","48105","5439808","-0.059","-0.079","113.1","9.26","10.05","0.2"
"988","LO","SK","Slovakia","2021","48105","5436066","-0.078","-0.098","113","9.1","10.08","0.2"
"989","LO","SK","Slovakia","2022","48105","5431252","-0.099","-0.119","112.9","8.94","10.13","0.2"
"990","SI","SI","Slovenia","2000","20151","2011242","0.109","-0.02","99.8","9.04","9.24","1.3"
"991","SI","SI","Slovenia","2001","20151","2013323","0.097","-0.051","99.9","8.68","9.19","1.49"
"992","SI","SI","Slovenia","2002","20151","2014637","0.033","-0.059","100","8.69","9.28","0.93"
"993","SI","SI","Slovenia","2003","20151","2015611","0.064","-0.106","100","8.59","9.65","1.69"
"994","SI","SI","Slovenia","2004","20151","2016922","0.066","-0.027","100.1","8.91","9.18","0.94"
"995","SI","SI","Slovenia","2005","20151","2020477","0.285","-0.033","100.3","8.99","9.32","3.19"
"996","SI","SI","Slovenia","2006","20151","2026870","0.346","0.037","100.6","9.34","8.97","3.09"
"997","SI","SI","Slovenia","2007","20151","2038124","0.76","0.061","101.1","9.73","9.12","6.99"
"998","SI","SI","Slovenia","2008","20151","2056915","1.074","0.171","102.1","10.61","8.9","9.03"
"999","SI","SI","Slovenia","2009","20151","2075268","0.704","0.15","103","10.53","9.03","5.55"
"1000","SI","SI","Slovenia","2010","20151","2084182","0.154","0.179","103.4","10.72","8.93","-0.25"
"1001","SI","SI","Slovenia","2011","20151","2088442","0.254","0.156","103.6","10.51","8.95","0.99"
"1002","SI","SI","Slovenia","2012","20151","2092758","0.159","0.128","103.9","10.48","9.2","0.31"
"1003","SI","SI","Slovenia","2013","20151","2095552","0.108","0.084","104","10.07","9.23","0.23"
"1004","SI","SI","Slovenia","2014","20151","2097579","0.085","0.109","104.1","10.09","9","-0.23"
"1005","SI","SI","Slovenia","2015","20151","2099131","0.063","0.038","104.2","9.83","9.45","0.24"
"1006","SI","SI","Slovenia","2016","20151","2100372","0.056","0.006","104.2","9.69","9.63","0.5"
"1007","SI","SI","Slovenia","2017","20151","2101369","0.039","-0.036","104.3","9.44","9.8","0.76"
"1008","SI","SI","Slovenia","2018","20151","2102031","0.024","-0.078","104.3","9.19","9.97","1.02"
"1009","SI","SI","Slovenia","2019","20151","2102381","0.01","-0.119","104.3","8.94","10.13","1.28"
"1010","SI","SI","Slovenia","2020","20151","2102452","-0.003","-0.157","104.3","8.71","10.28","1.54"
"1011","SI","SI","Slovenia","2021","20151","2102106","-0.03","-0.184","104.3","8.5","10.34","1.54"
"1012","SI","SI","Slovenia","2022","20151","2101208","-0.055","-0.21","104.3","8.3","10.4","1.54"
"1013","SP","ES","Spain","2000","498980","40589004","1.055","0.095","81.3","9.8","8.85","9.6"
"1014","SP","ES","Spain","2001","498980","41046894","1.188","0.113","82.3","9.9","8.77","10.75"
"1015","SP","ES","Spain","2002","498980","41639614","1.676","0.121","83.4","10.06","8.85","15.55"
"1016","SP","ES","Spain","2003","498980","42321028","1.571","0.135","84.8","10.44","9.09","14.36"
"1017","SP","ES","Spain","2004","498980","43000157","1.612","0.192","86.2","10.57","8.65","14.2"
"1018","SP","ES","Spain","2005","498980","43704367","1.636","0.181","87.6","10.67","8.86","14.55"
"1019","SP","ES","Spain","2006","498980","44431750","1.665","0.251","89","10.87","8.36","14.14"
"1020","SP","ES","Spain","2007","498980","45211636","1.814","0.229","90.6","10.86","8.57","15.84"
"1021","SP","ES","Spain","2008","498980","45910365","1.258","0.291","92","11.32","8.41","9.67"
"1022","SP","ES","Spain","2009","498980","46290324","0.394","0.237","92.8","10.69","8.32","1.57"
"1023","SP","ES","Spain","2010","498980","46412492","0.133","0.225","93","10.48","8.23","-0.92"
"1024","SP","ES","Spain","2011","498980","46466588","0.1","0.181","93.1","10.16","8.35","-0.81"
"1025","SP","ES","Spain","2012","498980","46444355","-0.196","0.111","93.1","9.79","8.68","-3.07"
"1026","SP","ES","Spain","2013","498980","46290810","-0.467","0.077","92.8","9.2","8.43","-5.43"
"1027","SP","ES","Spain","2014","498980","46151087","-0.137","0.069","92.5","9.27","8.58","-2.06"
"1028","SP","ES","Spain","2015","498980","46117462","-0.009","-0.005","92.4","9.11","9.16","-0.04"
"1029","SP","ES","Spain","2016","498980","46159139","0.189","-0.001","92.5","8.89","8.9","1.89"
"1030","SP","ES","Spain","2017","498980","46268801","0.285","-0.068","92.7","8.5","9.18","3.53"
"1031","SP","ES","Spain","2018","498980","46474373","0.601","-0.118","93.1","8.02","9.2","7.19"
"1032","SP","ES","Spain","2019","498980","46812053","0.846","-0.124","93.8","7.7","8.94","9.7"
"1033","SP","ES","Spain","2020","498980","47041387","0.133","-0.327","94.3","7.21","10.48","4.6"
"1034","SP","ES","Spain","2021","498980","47103121","0.129","-0.318","94.4","7.16","10.34","4.47"
"1035","SP","ES","Spain","2022","498980","47163418","0.126","-0.309","94.5","7.13","10.22","4.35"
"1036","SW","SE","Sweden","2000","410335","8924354","0.241","-0.034","21.7","10.13","10.47","2.75"
"1037","SW","SE","Sweden","2001","410335","8948311","0.295","-0.026","21.8","10.22","10.48","3.2"
"1038","SW","SE","Sweden","2002","410335","8977438","0.355","0.009","21.9","10.67","10.58","3.46"
"1039","SW","SE","Sweden","2003","410335","9010864","0.388","0.068","22","11","10.32","3.19"
"1040","SW","SE","Sweden","2004","410335","9046267","0.396","0.115","22","11.16","10.01","2.81"
"1041","SW","SE","Sweden","2005","410335","9082560","0.405","0.106","22.1","11.16","10.1","2.98"
"1042","SW","SE","Sweden","2006","410335","9133722","0.718","0.162","22.3","11.6","9.98","5.57"
"1043","SW","SE","Sweden","2007","410335","9201390","0.758","0.17","22.4","11.67","9.97","5.88"
"1044","SW","SE","Sweden","2008","410335","9273133","0.795","0.193","22.6","11.79","9.86","6.03"
"1045","SW","SE","Sweden","2009","410335","9352377","0.906","0.232","22.8","11.95","9.63","6.74"
"1046","SW","SE","Sweden","2010","410335","9432308","0.796","0.267","23","12.26","9.59","5.3"
"1047","SW","SE","Sweden","2011","410335","9503419","0.706","0.23","23.2","11.76","9.46","4.77"
"1048","SW","SE","Sweden","2012","410335","9573255","0.758","0.222","23.3","11.82","9.6","5.36"
"1049","SW","SE","Sweden","2013","410335","9647647","0.79","0.24","23.5","11.77","9.37","5.5"
"1050","SW","SE","Sweden","2014","410335","9736574","1.044","0.266","23.7","11.8","9.14","7.78"
"1051","SW","SE","Sweden","2015","410335","9838542","1.04","0.243","24","11.67","9.24","7.97"
"1052","SW","SE","Sweden","2016","410335","9961459","1.441","0.265","24.3","11.78","9.13","11.76"
"1053","SW","SE","Sweden","2017","410335","10094338","1.211","0.232","24.6","11.43","9.11","9.79"
"1054","SW","SE","Sweden","2018","410335","10210063","1.07","0.231","24.9","11.34","9.03","8.39"
"1055","SW","SE","Sweden","2019","410335","10311555","0.909","0.249","25.1","11.1","8.61","6.6"
"1056","SW","SE","Sweden","2020","410335","10382678","0.467","0.143","25.3","10.88","9.45","3.23"
"1057","SW","SE","Sweden","2021","410335","10432235","0.485","0.144","25.4","10.88","9.44","3.42"
"1058","SW","SE","Sweden","2022","410335","10483647","0.498","0.137","25.5","10.83","9.46","3.6"
"1059","SZ","CH","Switzerland","2000","39997","7277251","0.506","0.219","181.9","10.78","8.59","2.87"
"1060","SZ","CH","Switzerland","2001","39997","7312216","0.453","0.152","182.8","9.89","8.37","3.02"
"1061","SZ","CH","Switzerland","2002","39997","7348653","0.541","0.144","183.7","9.85","8.41","3.97"
"1062","SZ","CH","Switzerland","2003","39997","7384539","0.434","0.119","184.6","9.73","8.54","3.15"
"1063","SZ","CH","Switzerland","2004","39997","7417343","0.453","0.174","185.4","9.85","8.11","2.79"
"1064","SZ","CH","Switzerland","2005","39997","7448225","0.378","0.158","186.2","9.79","8.21","2.2"
"1065","SZ","CH","Switzerland","2006","39997","7478652","0.437","0.175","187","9.81","8.06","2.62"
"1066","SZ","CH","Switzerland","2007","39997","7529532","0.918","0.178","188.3","9.89","8.11","7.39"
"1067","SZ","CH","Switzerland","2008","39997","7610996","1.233","0.203","190.3","10.08","8.05","10.3"
"1068","SZ","CH","Switzerland","2009","39997","7693228","0.918","0.206","192.3","10.18","8.12","7.12"
"1069","SZ","CH","Switzerland","2010","39997","7769857","1.064","0.227","194.3","10.33","8.06","8.37"
"1070","SZ","CH","Switzerland","2011","39997","7849941","0.988","0.227","196.3","10.37","8.1","7.61"
"1071","SZ","CH","Switzerland","2012","39997","7924908","0.914","0.227","198.1","10.41","8.14","6.86"
"1072","SZ","CH","Switzerland","2013","39997","7994737","0.841","0.227","199.9","10.45","8.18","6.14"
"1073","SZ","CH","Switzerland","2014","39997","8059368","0.769","0.226","201.5","10.48","8.22","5.43"
"1074","SZ","CH","Switzerland","2015","39997","8118683","0.697","0.223","203","10.5","8.27","4.74"
"1075","SZ","CH","Switzerland","2016","39997","8175208","0.69","0.219","204.4","10.51","8.32","4.71"
"1076","SZ","CH","Switzerland","2017","39997","8231519","0.683","0.215","205.8","10.51","8.36","4.68"
"1077","SZ","CH","Switzerland","2018","39997","8287563","0.674","0.21","207.2","10.5","8.4","4.65"
"1078","SZ","CH","Switzerland","2019","39997","8343256","0.665","0.203","208.6","10.48","8.45","4.61"
"1079","SZ","CH","Switzerland","2020","39997","8398489","0.655","0.196","210","10.45","8.49","4.58"
"1080","SZ","CH","Switzerland","2021","39997","8453550","0.652","0.197","211.4","10.41","8.44","4.55"
"1081","SZ","CH","Switzerland","2022","39997","8508698","0.648","0.196","212.7","10.36","8.4","4.52"
"1082","UP","UA","Ukraine","2000","579330","49013834","-0.992","-0.755","84.6","7.86","15.41","-2.36"
"1083","UP","UA","Ukraine","2001","579330","48520343","-1.032","-0.753","83.8","7.76","15.29","-2.8"
"1084","UP","UA","Ukraine","2002","579330","48074073","-0.815","-0.744","83","8.13","15.57","-0.7"
"1085","UP","UA","Ukraine","2003","579330","47692440","-0.779","-0.728","82.3","8.57","15.85","-0.51"
"1086","UP","UA","Ukraine","2004","579330","47342447","-0.693","-0.678","81.7","9.02","15.8","-0.16"
"1087","UP","UA","Ukraine","2005","579330","47002642","-0.747","-0.757","81.1","9.07","16.64","0.1"
"1088","UP","UA","Ukraine","2006","579330","46685257","-0.607","-0.638","80.6","9.86","16.24","0.31"
"1089","UP","UA","Ukraine","2007","579330","46406827","-0.589","-0.625","80.1","10.19","16.44","0.36"
"1090","UP","UA","Ukraine","2008","579330","46155640","-0.496","-0.529","79.7","11.06","16.35","0.32"
"1091","UP","UA","Ukraine","2009","579330","45950761","-0.393","-0.423","79.3","11.15","15.38","0.29"
"1092","UP","UA","Ukraine","2010","579330","45768171","-0.403","-0.439","79","10.87","15.26","0.35"
"1093","UP","UA","Ukraine","2011","579330","45603516","-0.318","-0.355","78.7","11.02","14.57","0.37"
"1094","UP","UA","Ukraine","2012","579330","45491540","-0.174","-0.31","78.5","11.48","14.58","1.36"
"1095","UP","UA","Ukraine","2013","579330","45388613","-0.279","-0.349","78.3","11.1","14.59","0.7"
"1096","UP","UA","Ukraine","2014","579330","44943744","-1.698","-0.362","77.6","10.92","14.54","-13.35"
"1097","UP","UA","Ukraine","2015","579330","44428813","-0.601","-0.376","76.7","10.71","14.47","-2.25"
"1098","UP","UA","Ukraine","2016","579330","44207714","-0.396","-0.397","76.3","10.48","14.45","0"
"1099","UP","UA","Ukraine","2017","579330","44029189","-0.413","-0.412","76","10.26","14.38","0"
"1100","UP","UA","Ukraine","2018","579330","43943676","0.024","-0.431","75.9","10","14.31","4.55"
"1101","UP","UA","Ukraine","2019","579330","43951400","0.011","-0.444","75.9","9.75","14.19","4.55"
"1102","UP","UA","Ukraine","2020","579330","43903662","-0.228","-0.456","75.8","9.49","14.05","2.28"
"1103","UP","UA","Ukraine","2021","579330","43745640","-0.493","-0.467","75.5","9.23","13.9","-0.26"
"1104","UP","UA","Ukraine","2022","579330","43528136","-0.503","-0.477","75.1","9","13.77","-0.26"
"1105","UK","GB","United Kingdom","2000","241930","59139969","0.388","0.119","244.5","11.48","10.29","2.69"
"1106","UK","GB","United Kingdom","2001","241930","59374727","0.404","0.113","245.4","11.27","10.14","2.91"
"1107","UK","GB","United Kingdom","2002","241930","59601520","0.359","0.102","246.4","11.22","10.2","2.57"
"1108","UK","GB","United Kingdom","2003","241930","59823618","0.385","0.14","247.3","11.63","10.23","2.46"
"1109","UK","GB","United Kingdom","2004","241930","60126952","0.626","0.218","248.5","11.91","9.73","4.07"
"1110","UK","GB","United Kingdom","2005","241930","60487346","0.57","0.231","250","11.95","9.64","3.39"
"1111","UK","GB","United Kingdom","2006","241930","60846808","0.615","0.29","251.5","12.3","9.4","3.25"
"1112","UK","GB","United Kingdom","2007","241930","61249260","0.703","0.323","253.2","12.61","9.38","3.8"
"1113","UK","GB","United Kingdom","2008","241930","61657030","0.624","0.36","254.9","12.88","9.28","2.64"
"1114","UK","GB","United Kingdom","2009","241930","62049797","0.646","0.382","256.5","12.73","8.91","2.63"
"1115","UK","GB","United Kingdom","2010","241930","62502490","0.808","0.406","258.3","12.92","8.86","4.03"
"1116","UK","GB","United Kingdom","2011","241930","62994194","0.76","0.418","260.4","12.82","8.64","3.42"
"1117","UK","GB","United Kingdom","2012","241930","63448099","0.677","0.398","262.3","12.81","8.83","2.79"
"1118","UK","GB","United Kingdom","2013","241930","63872733","0.658","0.33","264","12.19","8.89","3.27"
"1119","UK","GB","United Kingdom","2014","241930","64346449","0.82","0.333","266","12.06","8.73","4.86"
"1120","UK","GB","United Kingdom","2015","241930","64868357","0.796","0.284","268.1","11.98","9.14","5.12"
"1121","UK","GB","United Kingdom","2016","241930","65344284","0.666","0.286","270.1","11.86","9","3.8"
"1122","UK","GB","United Kingdom","2017","241930","65783069","0.672","0.24","271.9","11.48","9.08","4.33"
"1123","UK","GB","United Kingdom","2018","241930","66196401","0.581","0.189","273.6","11.05","9.16","3.92"
"1124","UK","GB","United Kingdom","2019","241930","66603767","0.646","0.177","275.3","10.7","8.93","4.69"
"1125","UK","GB","United Kingdom","2020","241930","67022855","0.609","0.177","277","10.74","8.97","4.32"
"1126","UK","GB","United Kingdom","2021","241930","67419123","0.57","0.175","278.7","10.77","9.02","3.95"
"1127","UK","GB","United Kingdom","2022","241930","67791400","0.531","0.172","280.2","10.79","9.07","3.59"
